"NAME [String]","METHOD [String]","gamma [Double]","foldSize [Int]","featuresColumn [String]","scalerType [String]","C [Double]","rocAuc [Double]","rocAuc_1 [Double]","rocAuc_2 [Double]","rocAuc_3 [Double]"
"data_lipinski","SVC_RBF_FP","0.01","2000","cdk_fp","Standard","0.1","0.40459100151065686","0.32093253968253965","0.4330011074197121","0.4598393574297188"
"data_lipinski","SVC_RBF_FP","0.1","2000","cdk_fp","Standard","0.1","0.49404595124684786","0.5","0.4941860465116279","0.4879518072289157"
"data_lipinski","SVC_RBF_FP","1.0","2000","cdk_fp","Standard","0.1","0.5","0.5","0.5","0.5"
"data_lipinski","SVC_RBF_FP","1.0E-4","1000","rdkit_fp","MaxMin","1.0","0.7480634979934503","0.7341269841269842","0.7771317829457366","0.7329317269076303"
"data_lipinski","SVC_RBF_FP","0.001","1000","rdkit_fp","MaxMin","1.0","0.7523379323866154","0.7564484126984127","0.7641196013289037","0.73644578313253"
"data_lipinski","SVC_RBF_FP","0.01","1000","rdkit_fp","MaxMin","1.0","0.752123758970915","0.7668650793650794","0.7585825027685493","0.7309236947791162"
"data_lipinski","SVC_RBF_FP","0.1","1000","rdkit_fp","MaxMin","1.0","0.683431770641073","0.7341269841269842","0.6495016611295682","0.6666666666666665"
"data_lipinski","SVC_RBF_FP","1.0","1000","rdkit_fp","MaxMin","1.0","0.3932467596484128","0.3075396825396825","0.4673311184939093","0.40486947791164657"
"data_lipinski","SVC_RBF_FP","1.0E-4","1500","rdkit_fp","MaxMin","1.0","0.7473726578517838","0.7857142857142858","0.7696566998892581","0.6867469879518071"
"data_lipinski","SVC_RBF_FP","0.001","1500","rdkit_fp","MaxMin","1.0","0.7423670318038488","0.7857142857142858","0.7486157253599113","0.6927710843373494"
"data_lipinski","SVC_RBF_FP","0.01","1500","rdkit_fp","MaxMin","1.0","0.7475175712076805","0.7936507936507937","0.7430786267995572","0.7058232931726907"
"data_lipinski","SVC_RBF_FP","0.1","1500","rdkit_fp","MaxMin","1.0","0.5561451231281715","0.7470238095238095","0.6207087486157253","0.3007028112449799"
"data_lipinski","SVC_RBF_FP","1.0","1500","rdkit_fp","MaxMin","1.0","0.42752173329716053","0.2926587301587302","0.4617940199335548","0.5281124497991967"
"data_lipinski","SVC_RBF_FP","1.0E-4","2000","rdkit_fp","MaxMin","1.0","0.7454007614066454","0.7797619047619048","0.7646733111849391","0.6917670682730923"
"data_lipinski","SVC_RBF_FP","0.001","2000","rdkit_fp","MaxMin","1.0","0.7625964359468141","0.8025793650793651","0.7663344407530454","0.7188755020080321"
"data_lipinski","SVC_RBF_FP","0.01","2000","rdkit_fp","MaxMin","1.0","0.7633211417096959","0.7961309523809524","0.761904761904762","0.7319277108433735"
"data_lipinski","SVC_RBF_FP","0.1","2000","rdkit_fp","MaxMin","1.0","0.5174573802778482","0.277281746031746","0.6074197120708749","0.6676706827309237"
"data_lipinski","SVC_RBF_FP","1.0","2000","rdkit_fp","MaxMin","1.0","0.38882875540552764","0.3194444444444444","0.4828349944629015","0.3642068273092369"
"data_lipinski","SVC_RBF_FP","1.0E-4","1000","cdk_fp","MaxMin","1.0","0.6654881337828242","0.6631944444444445","0.7358803986710963","0.5973895582329317"
"data_lipinski","SVC_RBF_FP","0.001","1000","cdk_fp","MaxMin","1.0","0.6939007877208353","0.7286706349206349","0.7109634551495017","0.6420682730923694"
"data_lipinski","SVC_RBF_FP","0.01","1000","cdk_fp","MaxMin","1.0","0.6998652139010083","0.730654761904762","0.7093023255813954","0.6596385542168676"
"data_lipinski","SVC_RBF_FP","0.1","1000","cdk_fp","MaxMin","1.0","0.6518950015640265","0.7048611111111112","0.6002214839424143","0.6506024096385542"
"data_lipinski","SVC_RBF_FP","1.0","1000","cdk_fp","MaxMin","1.0","0.40021330245307546","0.30009920634920634","0.44019933554817275","0.46034136546184734"
"data_lipinski","SVC_RBF_FP","1.0E-4","1500","cdk_fp","MaxMin","1.0","0.6858109347689764","0.7038690476190477","0.7220376522702106","0.6315261044176705"
"data_lipinski","SVC_RBF_FP","0.001","1500","cdk_fp","MaxMin","1.0","0.7121819225962542","0.730654761904762","0.7286821705426356","0.6772088353413653"
"data_lipinski","SVC_RBF_FP","0.01","1500","cdk_fp","MaxMin","1.0","0.713242458575535","0.7385912698412699","0.7153931339977853","0.6857429718875501"
"data_lipinski","SVC_RBF_FP","0.1","1500","cdk_fp","MaxMin","1.0","0.6677250715671842","0.7271825396825398","0.6439645625692137","0.6320281124497992"
"data_lipinski","SVC_RBF_FP","1.0","1500","cdk_fp","MaxMin","1.0","0.36248584222456454","0.28670634920634913","0.34191583610188264","0.4588353413654618"
"data_lipinski","SVC_RBF_FP","1.0E-4","2000","cdk_fp","MaxMin","1.0","0.6653933934334607","0.6805555555555556","0.7081949058693244","0.6074297188755019"
"data_lipinski","SVC_RBF_FP","0.001","2000","cdk_fp","MaxMin","1.0","0.6924892260070181","0.6904761904761906","0.7198228128460686","0.6671686746987953"
"data_lipinski","SVC_RBF_FP","0.01","2000","cdk_fp","MaxMin","1.0","0.6978107613176959","0.6919642857142858","0.7081949058693244","0.6932730923694777"
"data_lipinski","SVC_RBF_FP","0.1","2000","cdk_fp","MaxMin","1.0","0.6457693083148393","0.6884920634920635","0.6002214839424143","0.64859437751004"
"data_lipinski","SVC_RBF_FP","1.0","2000","cdk_fp","MaxMin","1.0","0.3883827808465312","0.3072916666666667","0.38898117386489484","0.46887550200803213"
"data_lipinski","SVC_RBF_FP","1.0E-4","1000","rdkit_fp","Standard","1.0","0.7396610713803905","0.7554563492063493","0.7491694352159469","0.7143574297188754"
"data_lipinski","SVC_RBF_FP","0.001","1000","rdkit_fp","Standard","1.0","0.7358595048336573","0.7743055555555557","0.7369878183831673","0.696285140562249"
"data_lipinski","SVC_RBF_FP","0.01","1000","rdkit_fp","Standard","1.0","0.3730191622896162","0.31894841269841273","0.42912513842746397","0.37098393574297184"
"data_lipinski","SVC_RBF_FP","0.1","1000","rdkit_fp","Standard","1.0","0.4752508326032072","0.43427579365079366","0.4947397563676634","0.4967369477911647"
"data_lipinski","SVC_RBF_FP","1.0","1000","rdkit_fp","Standard","1.0","0.5","0.5","0.5","0.5"
"data_lipinski","SVC_RBF_FP","1.0E-4","1500","rdkit_fp","Standard","1.0","0.7301803652409564","0.777281746031746","0.743078626799557","0.6701807228915662"
"data_lipinski","SVC_RBF_FP","0.001","1500","rdkit_fp","Standard","1.0","0.7196782701125656","0.7916666666666667","0.7032115171650055","0.6641566265060241"
"data_lipinski","SVC_RBF_FP","0.01","1500","rdkit_fp","Standard","1.0","0.38594962166866065","0.32490079365079366","0.46899224806201556","0.3639558232931727"
"data_lipinski","SVC_RBF_FP","0.1","1500","rdkit_fp","Standard","1.0","0.5","0.5","0.5","0.5"
"data_lipinski","SVC_RBF_FP","1.0","1500","rdkit_fp","Standard","1.0","0.5","0.5","0.5","0.5"
"data_lipinski","SVC_RBF_FP","1.0E-4","2000","rdkit_fp","Standard","1.0","0.7512590969266508","0.7867063492063493","0.7602436323366557","0.7068273092369477"
"data_lipinski","SVC_RBF_FP","0.001","2000","rdkit_fp","Standard","1.0","0.5443810124217802","0.22321428571428575","0.7181616832779625","0.6917670682730923"
"data_lipinski","SVC_RBF_FP","0.01","2000","rdkit_fp","Standard","1.0","0.3961787997319659","0.3427579365079365","0.4612403100775194","0.3845381526104417"
"data_lipinski","SVC_RBF_FP","0.1","2000","rdkit_fp","Standard","1.0","0.503922111480251","0.5059523809523809","0.5058139534883721","0.5"
"data_lipinski","SVC_RBF_FP","1.0","2000","rdkit_fp","Standard","1.0","0.5","0.5","0.5","0.5"
"data_lipinski","SVC_RBF_FP","1.0E-4","1000","cdk_fp","Standard","1.0","0.6977118977942037","0.7564484126984128","0.7187153931339978","0.6179718875502007"
"data_lipinski","SVC_RBF_FP","0.001","1000","cdk_fp","Standard","1.0","0.7046049647093358","0.7648809523809524","0.6993355481727576","0.6495983935742973"
"data_lipinski","SVC_RBF_FP","0.01","1000","cdk_fp","Standard","1.0","0.40164033765182544","0.31547619047619047","0.43964562569213733","0.4497991967871486"
"data_lipinski","SVC_RBF_FP","0.1","1000","cdk_fp","Standard","1.0","0.47553739320515725","0.4419642857142857","0.49418604651162795","0.4904618473895582"
"data_lipinski","SVC_RBF_FP","1.0","1000","cdk_fp","Standard","1.0","0.5","0.5","0.5","0.5"
"data_lipinski","SVC_RBF_FP","1.0E-4","1500","cdk_fp","Standard","1.0","0.7131105633312135","0.7549603174603174","0.7347729789590255","0.6495983935742972"
"data_lipinski","SVC_RBF_FP","0.001","1500","cdk_fp","Standard","1.0","0.7106714047033464","0.7757936507936509","0.7021040974529348","0.6541164658634537"
"data_lipinski","SVC_RBF_FP","0.01","1500","cdk_fp","Standard","1.0","0.38781663197641064","0.29910714285714285","0.40199335548172754","0.4623493975903614"
"data_lipinski","SVC_RBF_FP","0.1","1500","cdk_fp","Standard","1.0","0.4939998087588449","0.49404761904761907","0.5","0.4879518072289157"
"data_lipinski","SVC_RBF_FP","1.0","1500","cdk_fp","Standard","1.0","0.5","0.5","0.5","0.5"
"data_lipinski","SVC_RBF_FP","1.0E-4","2000","cdk_fp","Standard","1.0","0.6946778902246121","0.6939484126984128","0.731450719822813","0.6586345381526105"
"data_lipinski","SVC_RBF_FP","0.001","2000","cdk_fp","Standard","1.0","0.6787839341863579","0.7455357142857143","0.6306755260243633","0.660140562248996"
"data_lipinski","SVC_RBF_FP","0.01","2000","cdk_fp","Standard","1.0","0.4047066356974594","0.32093253968253965","0.4313399778516058","0.4618473895582329"
"data_lipinski","SVC_RBF_FP","0.1","2000","cdk_fp","Standard","1.0","0.49404595124684786","0.5","0.4941860465116279","0.4879518072289157"
"data_lipinski","SVC_RBF_FP","1.0","2000","cdk_fp","Standard","1.0","0.5","0.5","0.5","0.5"
"data_lipinski","SVC_RBF_FP","1.0E-4","1000","rdkit_fp","MaxMin","10.0","0.7565203597705699","0.757936507936508","0.7696566998892581","0.7419678714859437"
"data_lipinski","SVC_RBF_FP","0.001","1000","rdkit_fp","MaxMin","10.0","0.7525012842065938","0.7574404761904763","0.7641196013289037","0.7359437751004013"
"data_lipinski","SVC_RBF_FP","0.01","1000","rdkit_fp","MaxMin","10.0","0.7465212455580906","0.7886904761904763","0.7480620155038761","0.7028112449799195"
"data_lipinski","SVC_RBF_FP","0.1","1000","rdkit_fp","MaxMin","10.0","0.6922215903110412","0.7375992063492065","0.6608527131782947","0.6782128514056225"
"data_lipinski","SVC_RBF_FP","1.0","1000","rdkit_fp","MaxMin","10.0","0.393062189696401","0.3075396825396825","0.46677740863787387","0.40486947791164657"
"data_lipinski","SVC_RBF_FP","1.0E-4","1500","rdkit_fp","MaxMin","10.0","0.7468943696528454","0.7876984126984128","0.7491694352159468","0.7038152610441766"
"data_lipinski","SVC_RBF_FP","0.001","1500","rdkit_fp","MaxMin","10.0","0.7441345299989178","0.7837301587301588","0.7513842746400885","0.697289156626506"
"data_lipinski","SVC_RBF_FP","0.01","1500","rdkit_fp","MaxMin","10.0","0.7487003199212502","0.8085317460317462","0.7292358803986712","0.7083333333333331"
"data_lipinski","SVC_RBF_FP","0.1","1500","rdkit_fp","MaxMin","10.0","0.5610034731024505","0.7554563492063494","0.6273532668881506","0.3002008032128514"
"data_lipinski","SVC_RBF_FP","1.0","1500","rdkit_fp","MaxMin","10.0","0.4275217332971606","0.2926587301587302","0.4617940199335549","0.5281124497991967"
"data_lipinski","SVC_RBF_FP","1.0E-4","2000","rdkit_fp","MaxMin","10.0","0.767010409671169","0.8070436507936508","0.7635658914728682","0.7304216867469878"
"data_lipinski","SVC_RBF_FP","0.001","2000","rdkit_fp","MaxMin","10.0","0.7632879710054689","0.8000992063492064","0.7613510520487264","0.7284136546184737"
"data_lipinski","SVC_RBF_FP","0.01","2000","rdkit_fp","MaxMin","10.0","0.7583528558679161","0.8070436507936508","0.7380952380952381","0.7299196787148594"
"data_lipinski","SVC_RBF_FP","0.1","2000","rdkit_fp","MaxMin","10.0","0.40620061456605305","0.27132936507936506","0.6234772978959026","0.3237951807228916"
"data_lipinski","SVC_RBF_FP","1.0","2000","rdkit_fp","MaxMin","10.0","0.38942304841366204","0.3194444444444444","0.4831118493909192","0.3657128514056225"
"data_lipinski","SVC_RBF_FP","1.0E-4","1000","cdk_fp","MaxMin","10.0","0.694490262637853","0.732638888888889","0.7142857142857144","0.6365461847389557"
"data_lipinski","SVC_RBF_FP","0.001","1000","cdk_fp","MaxMin","10.0","0.6946423568026256","0.7321428571428571","0.7137320044296789","0.6380522088353413"
"data_lipinski","SVC_RBF_FP","0.01","1000","cdk_fp","MaxMin","10.0","0.6898829630074376","0.7534722222222222","0.6710963455149501","0.6450803212851405"
"data_lipinski","SVC_RBF_FP","0.1","1000","cdk_fp","MaxMin","10.0","0.6544712904775246","0.7098214285714286","0.6029900332225914","0.6506024096385541"
"data_lipinski","SVC_RBF_FP","1.0","1000","cdk_fp","MaxMin","10.0","0.40021330245307546","0.30009920634920634","0.44019933554817275","0.46034136546184734"
"data_lipinski","SVC_RBF_FP","1.0E-4","1500","cdk_fp","MaxMin","10.0","0.7143625721045866","0.7336309523809524","0.729235880398671","0.6802208835341363"
"data_lipinski","SVC_RBF_FP","0.001","1500","cdk_fp","MaxMin","10.0","0.713479471596241","0.7366071428571429","0.7281284606866003","0.6757028112449798"
"data_lipinski","SVC_RBF_FP","0.01","1500","cdk_fp","MaxMin","10.0","0.7182960802234408","0.7782738095238096","0.6973975636766335","0.6792168674698793"
"data_lipinski","SVC_RBF_FP","0.1","1500","cdk_fp","MaxMin","10.0","0.6742392697404607","0.7326388888888888","0.6550387596899226","0.6350401606425703"
"data_lipinski","SVC_RBF_FP","1.0","1500","cdk_fp","MaxMin","10.0","0.36248584222456454","0.28670634920634913","0.34191583610188264","0.4588353413654618"
"data_lipinski","SVC_RBF_FP","1.0E-4","2000","cdk_fp","MaxMin","10.0","0.6977091181262519","0.6909722222222223","0.7209302325581395","0.6812248995983936"
"data_lipinski","SVC_RBF_FP","0.001","2000","cdk_fp","MaxMin","10.0","0.696510571633155","0.693452380952381","0.7203765227021041","0.67570281124498"
"data_lipinski","SVC_RBF_FP","0.01","2000","cdk_fp","MaxMin","10.0","0.6972345824790488","0.7152777777777779","0.6926910299003323","0.6837349397590361"
"data_lipinski","SVC_RBF_FP","0.1","2000","cdk_fp","MaxMin","10.0","0.651134160117769","0.6964285714285715","0.6096345514950167","0.6473393574297188"
"data_lipinski","SVC_RBF_FP","1.0","2000","cdk_fp","MaxMin","10.0","0.388796140634891","0.30853174603174605","0.38898117386489484","0.46887550200803213"
"data_lipinski","SVC_RBF_FP","1.0E-4","1000","rdkit_fp","Standard","10.0","0.7319128859476297","0.7539682539682541","0.7419712070874863","0.6997991967871485"
"data_lipinski","SVC_RBF_FP","0.001","1000","rdkit_fp","Standard","10.0","0.7573853924372277","0.7936507936507937","0.7375415282392027","0.7409638554216866"
"data_lipinski","SVC_RBF_FP","0.01","1000","rdkit_fp","Standard","10.0","0.3725383723895212","0.31795634920634924","0.4296788482834994","0.36997991967871485"
"data_lipinski","SVC_RBF_FP","0.1","1000","rdkit_fp","Standard","10.0","0.47332646848004795","0.43427579365079366","0.4947397563676634","0.49096385542168675"
"data_lipinski","SVC_RBF_FP","1.0","1000","rdkit_fp","Standard","10.0","0.5","0.5","0.5","0.5"
"data_lipinski","SVC_RBF_FP","1.0E-4","1500","rdkit_fp","Standard","10.0","0.7376902868024331","0.803075396825397","0.7242524916943522","0.6857429718875501"
"data_lipinski","SVC_RBF_FP","0.001","1500","rdkit_fp","Standard","10.0","0.7391616113772179","0.808531746031746","0.6915836101882614","0.7173694779116465"
"data_lipinski","SVC_RBF_FP","0.01","1500","rdkit_fp","Standard","10.0","0.38578228565795114","0.32490079365079366","0.46899224806201556","0.3634538152610442"
"data_lipinski","SVC_RBF_FP","0.1","1500","rdkit_fp","Standard","10.0","0.5","0.5","0.5","0.5"
"data_lipinski","SVC_RBF_FP","1.0","1500","rdkit_fp","Standard","10.0","0.5","0.5","0.5","0.5"
"data_lipinski","SVC_RBF_FP","1.0E-4","2000","rdkit_fp","Standard","10.0","0.7526972044694097","0.8115079365079366","0.7397563676633445","0.7068273092369477"
"data_lipinski","SVC_RBF_FP","0.001","2000","rdkit_fp","Standard","10.0","0.7300470338348596","0.7643849206349207","0.7048726467331119","0.720883534136546"
"data_lipinski","SVC_RBF_FP","0.01","2000","rdkit_fp","Standard","10.0","0.39619603367326817","0.3427579365079365","0.46179401993355484","0.3840361445783132"
"data_lipinski","SVC_RBF_FP","0.1","2000","rdkit_fp","Standard","10.0","0.501984126984127","0.5059523809523809","0.5","0.5"
"data_lipinski","SVC_RBF_FP","1.0","2000","rdkit_fp","Standard","10.0","0.5","0.5","0.5","0.5"
"data_lipinski","SVC_RBF_FP","1.0E-4","1000","cdk_fp","Standard","10.0","0.694808905240749","0.7495039682539684","0.7159468438538206","0.6189759036144579"
"data_lipinski","SVC_RBF_FP","0.001","1000","cdk_fp","Standard","10.0","0.6937011149062845","0.7653769841269842","0.6716500553709858","0.6440763052208837"
"data_lipinski","SVC_RBF_FP","0.01","1000","cdk_fp","Standard","10.0","0.40212710383801725","0.3149801587301587","0.4390919158361018","0.4523092369477912"
"data_lipinski","SVC_RBF_FP","0.1","1000","cdk_fp","Standard","10.0","0.4737186101363742","0.43650793650793646","0.49418604651162795","0.4904618473895582"
"data_lipinski","SVC_RBF_FP","1.0","1000","cdk_fp","Standard","10.0","0.5","0.5","0.5","0.5"
"data_lipinski","SVC_RBF_FP","1.0E-4","1500","cdk_fp","Standard","10.0","0.7046152494807582","0.767857142857143","0.7054263565891474","0.6405622489959838"
"data_lipinski","SVC_RBF_FP","0.001","1500","cdk_fp","Standard","10.0","0.7044889135723403","0.7723214285714286","0.6965669988925804","0.6445783132530121"
"data_lipinski","SVC_RBF_FP","0.01","1500","cdk_fp","Standard","10.0","0.3864779438907346","0.29910714285714285","0.40199335548172754","0.4583333333333333"
"data_lipinski","SVC_RBF_FP","0.1","1500","cdk_fp","Standard","10.0","0.4939998087588449","0.49404761904761907","0.5","0.4879518072289157"
"data_lipinski","SVC_RBF_FP","1.0","1500","cdk_fp","Standard","10.0","0.5","0.5","0.5","0.5"
"data_lipinski","SVC_RBF_FP","1.0E-4","2000","cdk_fp","Standard","10.0","0.6889105425022349","0.71875","0.699889258028793","0.6480923694779116"
"data_lipinski","SVC_RBF_FP","0.001","2000","cdk_fp","Standard","10.0","0.6764382187294768","0.7450396825396827","0.6251384274640088","0.6591365461847389"
"data_lipinski","SVC_RBF_FP","0.01","2000","cdk_fp","Standard","10.0","0.40571065176171645","0.32093253968253965","0.4313399778516058","0.464859437751004"
"data_lipinski","SVC_RBF_FP","0.1","2000","cdk_fp","Standard","10.0","0.49404595124684786","0.5","0.4941860465116279","0.4879518072289157"
"data_lipinski","SVC_RBF_FP","1.0","2000","cdk_fp","Standard","10.0","0.5","0.5","0.5","0.5"
"data_herg","SVC_RBF_FP","1.0E-4","1000","rdkit_fp","MaxMin","0.001","0.8519829489770895","0.8029012139436466","0.8847440615590497","0.8683035714285723"
"data_herg","SVC_RBF_FP","0.001","1000","rdkit_fp","MaxMin","0.001","0.8527454651827108","0.8030682704087316","0.8847998215679714","0.8703683035714295"
"data_herg","SVC_RBF_FP","0.01","1000","rdkit_fp","MaxMin","0.001","0.8615350293210616","0.8169339570108033","0.8809523809523809","0.8867187500000007"
"data_herg","SVC_RBF_FP","0.1","1000","rdkit_fp","MaxMin","0.001","0.8106532629455326","0.7752255262278651","0.8087152893944464","0.8480189732142863"
"data_herg","SVC_RBF_FP","1.0","1000","rdkit_fp","MaxMin","0.001","0.7213926744139808","0.5883171845417084","0.7552693208430913","0.8205915178571425"
"data_herg","SVC_RBF_FP","1.0E-4","1500","rdkit_fp","MaxMin","0.001","0.8564934153346084","0.803151798641273","0.8853016616482658","0.8810267857142863"
"data_herg","SVC_RBF_FP","0.001","1500","rdkit_fp","MaxMin","0.001","0.8576451162509011","0.8048223632921252","0.8868071818891491","0.8813058035714291"
"data_herg","SVC_RBF_FP","0.01","1500","rdkit_fp","MaxMin","0.001","0.8656645371692825","0.8169339570108022","0.8807851009256161","0.8992745535714292"
