"NAME [String]","METHOD [String]","C [Double]","coef0 [Double]","featuresColumn [String]","degree [Int]","rmse [Double]","rmse_1 [Double]","rmse_2 [Double]","rmse_3 [Double]"
"MouseRatTox","SVR_TAN","10.0","2.0","rdkit_fp","2","1.1691370434985238","1.3216181735024433","1.0911230924454005","1.0946698645477275"
"MouseRatTox","SVR_TAN","0.001","3.0","rdkit_fp","2","1.3556536564132504","1.4308625482612032","1.329460595060091","1.3066378259184577"
"MouseRatTox","SVR_TAN","0.01","3.0","rdkit_fp","2","1.3064262425026005","1.3691664189997919","1.3056665634846372","1.2444457450233728"
"MouseRatTox","SVR_TAN","0.1","3.0","rdkit_fp","2","1.253879995422901","1.2953459178885234","1.2822710951168503","1.1840229732633294"
"MouseRatTox","SVR_TAN","1.0","3.0","rdkit_fp","2","1.1707875289076854","1.2967985175194177","1.1108193108458593","1.1047447583577792"
"MouseRatTox","SVR_TAN","10.0","3.0","rdkit_fp","2","1.1695411465956889","1.3233163704153954","1.0901805487033394","1.0951265206683318"
"MouseRatTox","SVR_TAN","0.001","0.0","cdk_fp","2","1.3706587650043638","1.4444585411740019","1.3450081737489497","1.3225095800901399"
"MouseRatTox","SVR_TAN","0.01","0.0","cdk_fp","2","1.3532032018206765","1.4293161149723128","1.3286230465719846","1.3016704439177327"
"MouseRatTox","SVR_TAN","0.1","0.0","cdk_fp","2","1.2879370280655145","1.3576452978813398","1.2883852094319723","1.2177805768832313"
"MouseRatTox","SVR_TAN","1.0","0.0","cdk_fp","2","1.2269946316567835","1.2819081435961461","1.2473708056720636","1.1517049457021409"
"MouseRatTox","SVR_TAN","10.0","0.0","cdk_fp","2","1.1913383921754315","1.3121025293349657","1.1624351739383059","1.0994774732530233"
"MouseRatTox","SVR_TAN","0.001","1.0","cdk_fp","2","1.3650699964491786","1.4388353316092253","1.3387825700311917","1.3175920877071197"
"MouseRatTox","SVR_TAN","0.01","1.0","cdk_fp","2","1.322392913158728","1.3957456643130124","1.3064453780097545","1.264987697153417"
"MouseRatTox","SVR_TAN","0.1","1.0","cdk_fp","2","1.2616219013073295","1.3121654885430805","1.2856318993524969","1.1870683160264113"
"MouseRatTox","SVR_TAN","1.0","1.0","cdk_fp","2","1.2046788052881487","1.2938722276092434","1.2037105133182484","1.116453674936955"
